Term,Year,Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois,Academic Program Code
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3946 ,EIEd: History ,12,3,9,0,9,0,1,2,0,0,0,0,0,1,0,10,2,10KN3946BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3947 ,EIEd: Language Arts ,65,3,62,0,49,6,3,2,1,0,3,0,1,4,3,65,0,10KN3947BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3949 ,EIEd: Mathematics ,88,9,79,0,70,10,0,4,0,0,4,0,0,1,0,85,3,10KN3949BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3950 ,EIEd: Music ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3950BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3953 ,EIEd: Political Science ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3953BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3954 ,ElEd: Psychology ,9,0,9,0,7,0,0,1,0,0,0,1,0,0,0,8,1,10KN3954BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3955 ,ElEd: Sociology ,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KN3955BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3956 ,EIEd: Theatre ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KN3956BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3996 ,EIEd: French ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3996BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,3997 ,EIEd: German ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KN3997BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,4004 ,EIEd: Spanish ,34,3,31,0,30,1,1,2,0,0,0,0,0,1,0,33,1,10KN4004BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,5193 ,General Sciences ,15,1,14,0,14,0,0,1,0,0,0,0,0,0,0,15,0,10KN5193BS,,
Spring,2012,120128 ,KN ,613 ,BS ,0095 ,Elementary Education ,5194 ,ESL/Bilingual Education ,8,0,8,0,6,1,0,0,0,0,0,1,0,0,0,7,1,10KN5194BS,,
Spring,2012,120128 ,KN ,613 ,CAS ,1144 ,Curriculum and Instruction ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10KS1144CAS,,
Spring,2012,120128 ,KN ,613 ,EDD ,1144 ,Curriculum and Instruction ,  ,  ,5,2,3,0,2,1,1,0,1,0,0,0,0,1,1,4,1,10KS1144EDD,,
Spring,2012,120128 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,15,2,13,0,6,4,2,3,0,0,0,0,0,4,0,14,1,10KS0095EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,0095 ,Elementary Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0211EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,0095 ,Elementary Education ,0211 ,Elementary Ed - Cert ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS0211EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,1144 ,Curriculum and Instruction ,  ,  ,40,5,35,0,27,4,4,2,0,0,0,3,0,4,0,36,4,10KS1144EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,5082 ,Early Childhood Education ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS5082EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,8527 ,Secondary Education ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5224 ,English ,4,1,3,0,2,1,0,0,0,0,0,0,1,0,0,4,0,10KS8527EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5225 ,Social Studies ,6,4,2,0,4,1,0,1,0,0,0,0,0,0,0,6,0,10KS8527EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5226 ,Sciences ,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KS8527EDM,,
Spring,2012,120128 ,KN ,613 ,EDM ,8527 ,Secondary Education ,5227 ,Mathematics ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS8527EDM,,
Spring,2012,120128 ,KN ,613 ,MA ,1144 ,Curriculum and Instruction ,  ,  ,7,1,6,0,4,0,0,1,0,0,0,2,0,0,0,4,3,10KS1144MA,,
Spring,2012,120128 ,KN ,613 ,MS ,1144 ,Curriculum and Instruction ,  ,  ,4,1,3,0,2,0,0,1,0,0,0,1,0,0,1,2,2,10KS1144MS,,
Spring,2012,120128 ,KN ,613 ,PHD ,0095 ,Elementary Education ,  ,  ,9,1,8,0,1,1,1,0,0,0,0,6,0,1,0,1,8,10KS0095PHD,,
Spring,2012,120128 ,KN ,613 ,PHD ,0215 ,Secondary & Continuing Educ ,  ,  ,17,4,13,0,5,1,2,1,0,0,0,8,0,2,0,5,12,10KS0215PHD,,
Spring,2012,120128 ,KN ,613 ,PHD ,1144 ,Curriculum and Instruction ,  ,  ,56,15,41,0,27,5,2,6,0,0,1,15,0,3,0,25,31,10KS1144PHD,,
Spring,2012,120128 ,KN ,616 ,PHD ,0210 ,Educational Psychology ,  ,  ,71,18,53,0,26,3,6,7,0,0,1,28,0,8,2,21,50,10KS0210PHD,,
Spring,2012,120128 ,KN ,760 ,CAS ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0209CAS,,
Spring,2012,120128 ,KN ,760 ,CAS ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,2,0,10KS0209CAS,,
Spring,2012,120128 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,23,12,11,0,20,0,3,0,0,0,0,0,0,3,0,23,0,10KS0209EDD,,
Spring,2012,120128 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,  ,  ,18,7,11,0,14,1,2,0,0,0,0,0,1,2,0,18,0,10KS0209EDDX,,
Spring,2012,120128 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,10,5,5,0,6,1,2,0,0,0,0,0,1,2,0,8,2,10KS0209EDD,,
Spring,2012,120128 ,KN ,760 ,EDD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,9,6,3,0,8,0,1,0,0,0,0,0,0,1,0,9,0,10KS0209EDD,,
Spring,2012,120128 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4096EDD,,
Spring,2012,120128 ,KN ,760 ,EDD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,4,3,1,0,1,0,2,0,0,0,0,1,0,2,0,3,1,10KS4096EDD,,
Spring,2012,120128 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,12,4,8,0,6,0,4,1,0,0,1,0,0,4,1,9,3,10KS0209EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,  ,  ,15,5,10,0,13,0,1,0,0,0,0,0,1,1,0,15,0,10KS0209EDMX,,
Spring,2012,120128 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,29,3,26,0,21,2,3,1,0,0,1,1,0,3,0,24,5,10KS0209EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,32,11,21,0,25,0,5,2,0,0,0,0,0,5,0,32,0,10KS0209EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,0220 ,Educational Policy Studies ,  ,  ,8,6,2,0,4,0,3,0,0,0,0,1,0,3,0,5,3,10KS0220EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,  ,  ,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS4096EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,10,0,10,0,5,0,2,0,0,0,0,3,0,2,0,7,3,10KS4096EDM,,
Spring,2012,120128 ,KN ,760 ,EDM ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS4096EDMU,,
Spring,2012,120128 ,KN ,760 ,MA ,0220 ,Educational Policy Studies ,  ,  ,11,6,5,0,2,0,7,0,0,0,1,1,0,8,1,10,1,10KS0220MA,,
Spring,2012,120128 ,KN ,760 ,MS ,0209 ,Ed Organization and Leadership ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0209MS,,
Spring,2012,120128 ,KN ,760 ,MS ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10KS4096MS,,
Spring,2012,120128 ,KN ,760 ,PHD ,0208 ,Education ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS8544PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,  ,  ,13,7,6,0,6,2,2,1,0,0,0,2,0,3,0,9,4,10KS0209PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5096 ,Higher Education ,4,1,3,0,3,0,0,1,0,0,0,0,0,0,0,4,0,10KS0209PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0209 ,Ed Organization and Leadership ,5097 ,Educational Admin & Leadership ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KS0209PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,  ,  ,140,52,88,0,26,6,65,25,1,0,3,13,1,74,4,76,64,10KS0220PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0220 ,Educational Policy Studies ,5034 ,African American Studies ,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,10KS0220PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,0222 ,Educ Voc Tech ,  ,  ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10KS0222PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,  ,  ,13,5,8,0,5,1,0,0,0,0,1,6,0,1,0,6,7,10KS4096PHD,,
Spring,2012,120128 ,KN ,760 ,PHD ,4096 ,Human Resource Education ,5137 ,Human Resource Development ,22,11,11,0,5,0,1,1,0,0,0,15,0,1,0,7,15,10KS4096PHD,,
Spring,2012,120128 ,KP ,227 ,BS ,0102 ,Agricultural Engineering ,3907 ,Food & Bioprocess Engineering ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KP3907BS,,
Spring,2012,120128 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,  ,  ,84,65,19,0,56,8,2,2,1,0,1,14,0,2,1,62,22,10KP5163BS,,
Spring,2012,120128 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,3907 ,Food & Bioprocess Engineering ,3,1,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KP5163BS,,
Spring,2012,120128 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5270 ,Agricultural Engineering ,14,12,2,0,11,2,0,1,0,0,0,0,0,0,0,12,2,10KP5163BS,,
Spring,2012,120128 ,KP ,227 ,BS ,5163 ,Agricultural & Biological Engr ,5271 ,Biological Engineering ,13,7,6,0,6,3,0,0,0,0,0,4,0,0,0,7,6,10KP5163BS,,
Spring,2012,120128 ,KP ,227 ,MS ,5163 ,Agricultural & Biological Engr ,  ,  ,42,29,13,0,13,0,1,1,0,0,3,23,1,1,0,13,29,10KS5163MS,,
Spring,2012,120128 ,KP ,227 ,NDEG ,0067 ,Nondegree ,  ,  ,228,184,43,1,53,8,1,5,0,0,4,153,4,1,1,69,159,10KP0067NDEG,,
Spring,2012,120128 ,KP ,227 ,PHD ,0102 ,Agricultural Engineering ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS0102PHD,,
Spring,2012,120128 ,KP ,227 ,PHD ,5163 ,Agricultural & Biological Engr ,  ,  ,27,18,9,0,5,0,0,2,0,0,0,20,0,0,0,4,23,10KS5163PHD,,
Spring,2012,120128 ,KP ,244 ,BS ,0121 ,Engineering Physics ,  ,  ,177,158,19,0,116,18,2,9,1,0,8,23,0,3,1,135,42,10KP0121BS,,
Spring,2012,120128 ,KP ,244 ,MS ,0240 ,Physics ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS0240MS,,
Spring,2012,120128 ,KP ,244 ,MS ,0241 ,Teaching of Physics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KS0241MS,,
Spring,2012,120128 ,KP ,244 ,PHD ,0240 ,Physics ,  ,  ,252,212,40,0,99,15,0,5,0,0,2,127,4,0,1,13,239,10KS0240PHD,,
Spring,2012,120128 ,KP ,251 ,BS ,0106 ,Civil Engineering ,  ,  ,791,597,194,0,474,91,18,46,0,0,16,144,2,20,2,560,231,10KP0106BS,,
Spring,2012,120128 ,KP ,251 ,MS ,0106 ,Civil Engineering ,  ,  ,299,225,74,0,110,18,3,11,1,0,5,151,0,3,2,86,213,10KS0106MS,,
Spring,2012,120128 ,KP ,251 ,MS ,0231 ,Environ Engr in Civil Engr ,  ,  ,43,20,23,0,15,2,1,3,0,0,2,20,0,2,0,12,31,10KS0231MS,,
Spring,2012,120128 ,KP ,251 ,MS ,0232 ,Environ Science in Civil Engr ,  ,  ,5,3,2,0,2,0,0,0,0,0,0,3,0,0,0,1,4,10KS0232MS,,
Spring,2012,120128 ,KP ,251 ,PHD ,0106 ,Civil Engineering ,  ,  ,151,119,32,0,39,4,0,4,0,0,1,103,0,1,0,17,134,10KS0106PHD,,
Spring,2012,120128 ,KP ,251 ,PHD ,0231 ,Environ Engr in Civil Engr ,  ,  ,48,24,24,0,17,1,0,2,0,0,1,27,0,0,0,6,42,10KS0231PHD,,
Spring,2012,120128 ,KP ,251 ,PHD ,0232 ,Environ Science in Civil Engr ,  ,  ,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2,10KS0232PHD,,
Spring,2012,120128 ,KP ,343 ,BS ,0408 ,Bioengineering ,  ,  ,187,106,81,0,110,52,1,10,0,0,6,8,0,1,1,160,27,10KP0408BS,,
Spring,2012,120128 ,KP ,343 ,MS ,0408 ,Bioengineering ,  ,  ,10,6,4,0,3,4,0,0,0,0,0,3,0,0,0,5,5,10KS0408MS,,
Spring,2012,120128 ,KP ,343 ,PHD ,0408 ,Bioengineering ,  ,  ,62,33,29,0,23,12,1,4,1,0,1,20,0,1,2,17,45,10KS0408PHD,,
Spring,2012,120128 ,KP ,422 ,BS ,0124 ,General Engineering ,  ,  ,368,270,98,0,233,56,4,19,0,2,10,43,1,6,3,276,92,10KP0124BS,,
Spring,2012,120128 ,KP ,422 ,BS ,0127 ,Industrial Engineering ,  ,  ,223,175,48,0,81,40,7,6,0,0,3,84,2,7,0,123,100,10KP0127BS,,
Spring,2012,120128 ,KP ,422 ,MS ,0127 ,Industrial Engineering ,  ,  ,10,7,3,0,1,1,0,0,0,0,0,7,1,0,0,1,9,10KS0127MS,,
Spring,2012,120128 ,KP ,422 ,MS ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,8,4,4,0,5,1,0,0,0,0,0,2,0,0,0,6,2,10KS3846MS,,
Spring,2012,120128 ,KP ,422 ,PHD ,0127 ,Industrial Engineering ,  ,  ,35,24,11,0,2,1,1,0,0,0,0,31,0,1,0,0,35,10KS0127PHD,,
Spring,2012,120128 ,KP ,422 ,PHD ,3846 ,Systems & Entrepreneurial Engr ,  ,  ,12,10,2,0,6,0,0,0,0,0,0,6,0,0,0,6,6,10KS3846PHD,,
Spring,2012,120128 ,KP ,434 ,BS ,0112 ,Computer Science ,  ,  ,945,866,79,0,380,244,13,27,0,1,22,256,2,18,3,453,492,10KP0112BS,,
Spring,2012,120128 ,KP ,434 ,BS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,10KP1854BS,,
Spring,2012,120128 ,KP ,434 ,MCS ,0112 ,Computer Science ,  ,  ,63,44,19,0,3,1,0,0,0,0,1,58,0,0,1,2,61,10KS0112MCS,,
Spring,2012,120128 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,62,52,10,0,14,7,0,1,0,0,0,40,0,0,0,9,53,10KS0112MS,,
Spring,2012,120128 ,KP ,434 ,MS ,0112 ,Computer Science ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10KS1854MS,,
Spring,2012,120128 ,KP ,434 ,MS ,0112 ,Computer Science ,1854 ,CS:BS/MS Program ,9,8,1,0,4,1,0,0,0,0,0,4,0,0,0,4,5,10KS1854MS,,
Spring,2012,120128 ,KP ,434 ,MS ,4026 ,Bioinformatics ,4028 ,Computer Science ,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,10KS4028MS,,
Spring,2012,120128 ,KP ,434 ,PHD ,0112 ,Computer Science ,  ,  ,304,252,52,0,55,22,3,2,0,0,2,218,2,3,1,29,275,10KS0112PHD,,
Spring,2012,120128 ,KP ,545 ,MS ,5244 ,Financial Engineering ,  ,  ,100,67,33,0,11,7,0,0,0,0,0,81,1,0,0,9,91,10KS5244MS,,
Spring,2012,120128 ,KP ,545 ,NONE ,5198 ,Engineering Undesignated ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KP5198NONE,,
Spring,2012,120128 ,KP ,615 ,BS ,4048 ,Aerospace Engineering ,  ,  ,356,305,51,0,219,53,5,33,0,1,11,32,2,6,8,272,84,10KP4048BS,,
Spring,2012,120128 ,KP ,615 ,MS ,4048 ,Aerospace Engineering ,  ,  ,66,52,14,0,25,6,1,1,0,0,1,32,0,1,0,15,51,10KS4048MS,,
Spring,2012,120128 ,KP ,615 ,NDEG ,4048 ,Aerospace Engineering ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS4048NDEG,,
Spring,2012,120128 ,KP ,615 ,PHD ,4048 ,Aerospace Engineering ,  ,  ,66,62,4,0,26,3,0,2,0,0,1,34,0,1,1,15,51,10KS4048PHD,,
Spring,2012,120128 ,KP ,917 ,BS ,0118 ,Engineering Mechanics ,  ,  ,122,110,12,0,66,14,1,8,0,2,2,29,0,1,0,84,38,10KP0118BS,,
Spring,2012,120128 ,KP ,917 ,BS ,0133 ,Mechanical Engineering ,  ,  ,814,705,108,1,505,106,12,35,1,3,24,123,5,14,5,570,244,10KP0133BS,,
Spring,2012,120128 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,  ,  ,136,108,28,0,30,14,0,3,0,0,2,87,0,0,0,22,114,10KS0133MS,,
Spring,2012,120128 ,KP ,917 ,MS ,0133 ,Mechanical Engineering ,4018 ,BS/MS Mechanical Engineering ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS4018MS,,
Spring,2012,120128 ,KP ,917 ,MS ,0242 ,Theoretical & Applied Mechans ,  ,  ,16,11,5,0,6,1,0,1,0,0,0,8,0,0,0,3,13,10KS0242MS,,
Spring,2012,120128 ,KP ,917 ,PHD ,0133 ,Mechanical Engineering ,  ,  ,158,141,17,0,33,4,1,0,0,0,0,119,1,1,0,15,143,10KS0133PHD,,
Spring,2012,120128 ,KP ,917 ,PHD ,0242 ,Theoretical & Applied Mechans ,  ,  ,35,28,7,0,11,1,0,1,0,0,0,22,0,0,0,5,30,10KS0242PHD,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,  ,  ,299,233,66,0,141,66,3,8,0,0,13,68,0,4,0,184,115,10KP0130BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3908 ,Ceramics ,4,4,0,0,3,0,0,0,0,0,0,0,1,0,0,3,1,10KP3908BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3909 ,Electronic Materials ,18,12,6,0,2,9,0,0,0,0,3,4,0,0,0,10,8,10KP3909BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3910 ,Metals ,17,14,3,0,11,2,0,2,0,0,1,1,0,0,0,13,4,10KP3910BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3911 ,Biomaterials ,14,8,6,0,8,3,0,0,0,0,1,2,0,0,0,11,3,10KP3911BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,3912 ,Polymer ,31,19,12,0,16,2,1,2,0,0,0,10,0,1,0,19,12,10KP3912BS,,
Spring,2012,120128 ,KP ,919 ,BS ,0130 ,Materials Science & Engr ,5012 ,BS/MS Materials Science & Eng ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KP5012BS,,
Spring,2012,120128 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,  ,  ,20,17,3,0,4,2,0,1,0,0,1,12,0,0,1,3,17,10KS0130MS,,
Spring,2012,120128 ,KP ,919 ,MS ,0130 ,Materials Science & Engr ,5012 ,BS/MS Materials Science & Eng ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10KS5012MS,,
Spring,2012,120128 ,KP ,919 ,PHD ,0130 ,Materials Science & Engr ,  ,  ,166,124,42,0,50,12,1,2,1,0,3,96,1,2,1,14,152,10KS0130PHD,,
Spring,2012,120128 ,KP ,933 ,BS ,0109 ,Computer Engineering ,  ,  ,697,635,62,0,280,177,13,34,0,1,17,171,4,16,2,382,315,10KP0109BS,,
Spring,2012,120128 ,KP ,933 ,BS ,0115 ,Electrical Engineering ,  ,  ,1163,1021,142,0,352,294,28,41,1,1,15,425,6,29,5,521,642,10KP0115BS,,
Spring,2012,120128 ,KP ,933 ,MS ,1200 ,Electrical & Computer Engr ,  ,  ,217,189,28,0,72,26,3,8,0,0,4,103,1,4,3,46,171,10KS1200MS,,
Spring,2012,120128 ,KP ,933 ,PHD ,1200 ,Electrical & Computer Engr ,  ,  ,256,221,35,0,52,21,5,4,0,0,2,172,0,5,0,41,215,10KS1200PHD,,
Spring,2012,120128 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3913 ,"Power, Safety, and the Environ ",10,8,2,0,7,1,0,0,0,0,0,2,0,0,0,8,2,10KP3913BS,,
Spring,2012,120128 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3914 ,Plasma and Fusion Sci and Engr ,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,10KP3914BS,,
Spring,2012,120128 ,KP ,973 ,BS ,0139 ,Nuclear Engineering ,3915 ,"Radiol, Medical, & Instr Apps ",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10KP3915BS,,
Spring,2012,120128 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,95,80,15,0,56,15,4,11,0,1,3,5,0,6,2,78,17,10KP5183BS,,
Spring,2012,120128 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3913 ,"Power, Safety, and the Environ ",55,52,3,0,38,7,1,3,0,0,0,5,1,1,0,43,12,10KP5183BS,,
Spring,2012,120128 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3914 ,Plasma and Fusion Sci and Engr ,19,17,2,0,15,2,0,1,0,0,0,1,0,0,0,14,5,10KP5183BS,,
Spring,2012,120128 ,KP ,973 ,BS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",3915 ,"Radiol, Medical, & Instr Apps ",7,5,2,0,5,1,0,1,0,0,0,0,0,0,0,7,0,10KP5183BS,,
Spring,2012,120128 ,KP ,973 ,MS ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,18,18,0,0,12,2,0,0,0,0,0,4,0,0,0,13,5,10KS5183MS,,
Spring,2012,120128 ,KP ,973 ,PHD ,0139 ,Nuclear Engineering ,  ,  ,12,10,2,0,7,0,0,0,0,0,0,5,0,0,0,3,9,10KS0139PHD,,
Spring,2012,120128 ,KP ,973 ,PHD ,5183 ,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,37,31,6,0,4,3,0,0,0,0,0,30,0,0,0,3,34,10KS5183PHD,,
Spring,2012,120128 ,KR ,447 ,NDEG ,0067 ,Nondegree ,  ,  ,22,6,16,0,4,0,1,0,0,0,0,17,0,1,0,5,17,10KR0067NDEG,,
Spring,2012,120128 ,KR ,495 ,AD ,0265 ,Music ,  ,  ,7,2,5,0,3,0,0,1,0,0,0,3,0,0,0,0,7,10KS0265AD,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,  ,  ,16,7,9,0,5,1,0,0,0,0,0,10,0,0,0,1,15,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,3930 ,Choral Music ,8,5,3,0,3,1,0,0,0,0,0,3,1,0,0,1,7,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,5110 ,Performance and Literature ,139,50,88,1,40,3,1,7,0,0,0,87,1,1,0,19,120,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,5111 ,Music Composition ,15,10,5,0,4,0,0,0,0,0,1,10,0,0,0,1,14,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,5117 ,Vocal Coaching & Accompanying ,7,3,4,0,3,1,0,0,0,0,0,3,0,0,0,2,5,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,5118 ,Jazz Performance ,22,21,1,0,13,1,2,2,0,0,0,4,0,2,0,6,16,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,AMUSD ,0265 ,Music ,5315 ,Instrmntl Conducting Orchestra ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10KS0265AMUS,,
Spring,2012,120128 ,KR ,495 ,BA ,0265 ,Music ,  ,  ,27,13,14,0,19,4,1,1,0,0,1,1,0,1,0,22,5,10KR0265BA,,
Spring,2012,120128 ,KR ,495 ,BME ,0168 ,Music Education ,3930 ,Choral Music ,35,10,25,0,28,3,1,2,0,0,1,0,0,2,1,33,2,10KR3930BME,,
Spring,2012,120128 ,KR ,495 ,BME ,0168 ,Music Education ,3931 ,Instrumental Music ,112,54,58,0,95,6,3,5,0,0,3,0,0,3,0,103,9,10KR3931BME,,
Spring,2012,120128 ,KR ,495 ,BME ,0168 ,Music Education ,3932 ,Elementary General Music ,6,3,3,0,2,3,0,1,0,0,0,0,0,0,0,6,0,10KR3932BME,,
